法人・施設名,住所,アクセス,仕事内容,サービス形態,給与,給与の備考,待遇,勤務時間,休日,長期休暇/特別休暇,url
有限会社子どものふるさと,福島県郡山市御前南２丁目２４,"福島県郡山市御前南２丁目２４
JR東北本線(黒磯～利府・盛岡) 安積永盛駅から車で14分","定員９０名の「あさひがおか保育園」・定員２６名の「あさひがおか乳児分園」いずれかの郡山市認可保育園にて保育士として就業いただきます。【あさひがおか保育園】・０歳～就学前までの園児を６つのクラスに分けて、年齢に応じた
保育を行います。【あさひがおか乳児分園】・０歳～満３歳未満までの園児を３つのクラスに分けて、年齢に応
じた保育を行います。※雇用開始日は、令和６年４月１日からです。",,"月給 180,000円 〜 200,000円",,"通勤手当： 毎月 11,300円まで マイカー通勤可否：可 昇給： 賞与：あり ",＊土曜日はシフトにより、月１回程度出勤有。＊就業時間はシフトにより数パターンありますが、固定時間で就業　することも可能。 休憩60分 時間外勤務：なし ,年間休日数 108日,,"
https://job-medley.com/cw/hw/5799040/"
社会福祉法人大藤福祉会屯田おおふじ子ども園,北海道札幌市北区屯田８条７丁目１－１,"北海道札幌市北区屯田８条７丁目１－１
JR札沼線 太平駅から車で9分",満５ヶ月～就学前までの定員１７０名の認可保育園における保育士業務全般を保育士３４名で担当していただきます。『ＳＡＰＰＯＲＯ保育園ミーティング２０２３年９月参加予定』,,"月給 180,000円 〜 198,000円",,"通勤手当： 毎月 25,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",ローテーションによる勤務 休憩45分 時間外勤務：あり ,年間休日数 105日,,"
https://job-medley.com/cw/hw/5792058/"
社会福祉法人大藤福祉会屯田おおふじ子ども園,北海道札幌市北区屯田８条７丁目１－１,"北海道札幌市北区屯田８条７丁目１－１
JR札沼線 太平駅から車で9分",満５ヶ月～就学前までの定員１７０名の認可保育園における保育士業務全般を保育士３４名で担当していただきます。『ＳＡＰＰＯＲＯ保育園ミーティング２０２３年９月参加予定』,,"月給 180,000円 〜 198,000円",,"通勤手当： 毎月 25,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",ローテーションによる勤務 休憩45分 時間外勤務：あり ,年間休日数 105日,,"
https://job-medley.com/cw/hw/5792057/"
社会福祉法人たから福祉会,大阪府大阪市西淀川区姫島３丁目２−１５,"大阪府大阪市西淀川区姫島３丁目２−１５
阪神なんば線 福駅から徒歩で12分
阪神本線 姫島駅から徒歩で12分
阪神なんば線 伝法駅から徒歩で22分",小規模保育施設での０から２歳児（定員１９名）の保育業務全般とその付随作業,,"月給 180,000円 〜 210,000円",,通勤手当： マイカー通勤可否：不可 昇給：あり 賞与：あり ,(1)7時30分〜16時15分 (2)9時00分〜17時45分 (3)9時45分〜18時30分 上記１から３は勤務時間例です。　シフトに入れる方歓迎。　固定シフト希望の場合は応相談。 休憩45分 時間外勤務：あり ,年間休日数 124日,,"
https://job-medley.com/cw/hw/5793515/"
株式会社旺建,香川県高松市春日町１６３－１,"香川県高松市春日町１６３－１
琴電長尾線 木太東口駅から徒歩で22分
琴電長尾線 元山駅から徒歩で25分","○キッズルームで打合せ中のお客様のお子様のお預かり（１才～のお子様）○子供が居ないときには、事務作業、お客様への湯茶接待などを行
ってもらいます。
「保育」",,"月給 180,000円 〜 230,000円",,"通勤手当： 毎月 12,900円まで マイカー通勤可否：可 昇給： 賞与：あり ",(1)9時00分〜18時00分 休憩60分 時間外勤務：なし ,年間休日数 115日,,"
https://job-medley.com/cw/hw/5792703/"
特定非営利活動法人つくしの会,東京都世田谷区太子堂２－６－１２,"東京都世田谷区太子堂２－６－１２
東急田園都市線 三軒茶屋駅から徒歩で8分
東急世田谷線 三軒茶屋駅から徒歩で8分
東急世田谷線 西太子堂駅から徒歩で12分","・少人数保育（２５名程度）の保育園です。・低年齢児（０～３歳）をお預かりしています。・保育：授乳・食事介助・オムツ交換・着替え・遊び：散歩・絵本読み・音楽リズム等※保護者の方にとっても、職員にとってもアットホームな
環境です。長く勤務していただける方を募集します。",,"月給 180,000円 〜 220,000円",,"通勤手当： 毎月 15,000円まで マイカー通勤可否：不可 昇給： 賞与：あり ",１日７．５時間勤務シフト制 休憩60分 時間外勤務：あり ,年間休日数 120日,,"
https://job-medley.com/cw/hw/5792267/"
合同会社さくらんぼ保育園,秋田県秋田市外旭川字前谷地５３－１,"秋田県秋田市外旭川字前谷地５３－１
JR奥羽本線(新庄～青森) 土崎駅から徒歩で29分","０歳児～５歳児の保育業務全般を担当していただきます。・園児の健康管理・行事の運営・各部屋の清掃・その他、保育に付随する業務＊０歳児～１歳児：各７名、２歳児～５歳児：各６名の定員３８名＊当園のホームページをぜひご覧ください。
園の雰囲気を感じていただけると思います。",,"月給 180,000円 〜 188,000円",,"通勤手当： 毎月 7,100円まで マイカー通勤可否：可 昇給： 賞与：あり ",(1)7時00分〜16時00分 (2)9時00分〜18時00分 (3)8時00分〜17時00分 シフト制による勤務（１）（２）は週１回程度 休憩60分 時間外勤務：あり ,年間休日数 124日,,"
https://job-medley.com/cw/hw/5789299/"
株式会社ポテンシアエンタープライズ,石川県金沢市藤江北４丁目３００番地,"石川県金沢市藤江北４丁目３００番地
北陸鉄道浅野川線 磯部駅から車で7分",金沢市にある０～２歳までの定員１２名の企業主導型保育園です。子どもの成長を見守るとともに、園内の環境整備、計画や記録、保護者様への対応をお願い致します。少人数保育ですので、一人一人とゆったり関われるので小規模園で働きたい方にはぴったりです！お家で過ごしているような安心感があり、アットホームな雰囲気の園です。◆有給休暇消化率１００％◆残業月２時間以内◆持ち帰り業務一切なし【トライアル雇用求人】,,"月給 180,000円 〜 220,000円",,"通勤手当： 毎月 10,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",「又は」の中のシフト制 休憩60分 時間外勤務：あり ,年間休日数 107日,,"
https://job-medley.com/cw/hw/5784604/"
株式会社ポテンシアエンタープライズ,石川県金沢市藤江北４丁目３００番地,"石川県金沢市藤江北４丁目３００番地
北陸鉄道浅野川線 磯部駅から車で7分",金沢市にある０～２歳までの定員１２名の企業主導型保育園です。子どもの成長を見守るとともに、園内の環境整備、計画や記録、保護者様への対応をお願い致します。少人数保育ですので、一人一人とゆったり関われるので小規模園で働きたい方にはぴったりです！お家で過ごしているような安心感があり、アットホームな雰囲気の園です。◆残業月２時間以内◆持ち帰り業務一切なし【トライアル雇用求人】※応募される方はハローワークから「紹介状」の交付を受けて下さい。,,"月給 180,000円 〜 220,000円",,"通勤手当： 毎月 10,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",「又は」の中のシフト制 休憩60分 時間外勤務：あり ,年間休日数 107日,,"
https://job-medley.com/cw/hw/5784603/"
社会福祉法人往還保育園,宮崎県日向市大字財光寺４６１−１,"宮崎県日向市大字財光寺４６１−１
JR日豊本線(佐伯～鹿児島中央) 財光寺駅から徒歩で7分","保育業務全般。園児数６０名。
０歳児（園児数３名に対し保育士１名体制）
１〜２歳児（園児数６名に対し保育士１名体制）
３歳児以上（園児数１５名に対し保育士１名体制）
【保育】",,"月給 180,000円 〜 202,500円",,"通勤手当：月額 15,000円 15000 マイカー通勤可否：可 駐車場 あり 昇給：あり 賞与：あり ",(1)7時00分〜15時30分 (2)8時30分〜17時00分 (3)9時00分〜17時30分 （４）９：３０〜１８：３０　（５）１０：００〜１８：３０　就労時間は上記時間（１）〜（５）のシフト制 休憩60分 時間外勤務：あり ,年間休日数 95日,,"
https://job-medley.com/cw/hw/5783160/"
株式会社ＵＮＯ,滋賀県野洲市冨波乙７９８－５－６,"滋賀県野洲市冨波乙７９８－５－６
琵琶湖線 野洲駅から徒歩で16分",障がいのある子どもさん達の放課後による支援活動・学習支援・生活支援・イベントなど＊社用車による送迎もあります。,,"月給 180,000円 〜 200,000円",,"通勤手当： 毎月 10,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",(1)11時00分〜19時00分 休憩60分 時間外勤務：なし ,年間休日数 110日,,"
https://job-medley.com/cw/hw/5778112/"
株式会社クオリティオブライフ（リープ）,徳島県小松島市中田町字内開５３番地,"徳島県小松島市中田町字内開５３番地
JR牟岐線 中田駅から徒歩で13分
JR牟岐線 南小松島駅から徒歩で20分","からだ、あたま、こころ。この３つを柱として、その土台を
育てることを目的とした発達支援、放課後等デイサービスです。
児童へのケアや学習、遊び相手をしていただきます。
子供たちが将来上手に人と関わり、イキイキとした人生を送れる人物となれるよう成長と学びのサポートをします。
保護者の方への相談支援も行っていただきます。",,"月給 180,000円 〜 210,000円",,"通勤手当：月額 5,000円 5000 マイカー通勤可否：可 駐車場 あり 昇給：あり 賞与：あり ",(1)10時00分〜18時00分 (2)9時00分〜17時00分 (3)9時00分〜18時00分 （４）８：３０〜１７：３０　　＊就業時間相談可 休憩60分 時間外勤務：なし ,年間休日数 105日,,"
https://job-medley.com/cw/hw/5783288/"
